title,review,name,rating
Time flies when you're enjoying yourself ," and each episode speeds along all too quickly! I LOVE this show! What is there NOT to like? Rich story lines, strongly portrayed (and very human) personalities you can really warm to who play off each other brilliantly, all with their own distinctive quirks and  above all  the always wonderful Mark Harmon as main character! What more could you ask for in a show?! There's not a single character I'd change  none that irritate  they're all excellent. I consider it a bonus that it's the one thing on TV that all our family equally enjoy for different reasons. Even my father-in-law likes this and we normally have totally different viewing preferences! I was delighted when I heard that there was a second series imminent. Only problem is that living in England, who knows how long after it's shown in the US we'll get to see it! Fortunately it's worth the wait!",NCIS,
"Easily one of the best shows on Television today, Suspenseful, Humorous and Riveting-Can't Miss TV!","Easily one of the best shows on television today, suspenseful, humorous and real-not always pleasant or formulaic-but real! Just when I think Bellesario has gone too far in the ""lets screw up Jag"" sweepstakes (ok-2 episodes this year were actually good-the rest-terrible!)-he redeems himself with a show that is riveting, timely and funny at the right times!,The casting, the writing, the overall look of the show is first class! Starting at the top with Mark Harmon, the sexiest man on TV-he also sets the tone with his right on portrayal of the most conflicted man on TV today! His obsession with Ari (the terrorist), his list of rules, then his tendency to think out of the box just adds to the spice and pace of this show. (Plus his constant dueling with DiNozzo-priceless!),An added plus is the inter meshing of the cast-David McCallum-funny, urbane- so hot! His stories are hysterical, then his sad commentary on the life or death of their latest subject-just gives you pause. His diatribe on the terrorist and what he did to his assistant alone is Emmy award stuff-don't mess with Ducky ever again! Then we have the reason for Rule 12-Special Agent Catlin Todd-the writers don't always have a clue as to her portrayal but she always pulls it off (and that humor of hers-the end lines alone are great!) I have to disagree as to the chemistry with Gibbs/Kate-it's there all right-hopefully we get to see something come of it in Season 2! The actors portraying Abby and DiNozzo-Pauly Perrette and Michael Weatherly are hysterical, yet right on in their portrayals-especially when DiNozzo thinks with his hormones and not with his brain-then turns around and saves the day-this show is a keeper! I can hardly wait for season 2!",NCIS,
Love the show,"At first when my husband would watch this show I wasn't really paying much attention and I would see this goth girl in the lab and think  ""what on earth is THAT?!?!?!"" Then, one night I sat and watched along with him and now I am totally hooked. Mark Harmon's character appears to be annoyed sometimes by the other characters actions etc. but you get the feeling he really likes his coworkers. I like David McCallum's character and the way they tease him about going on and on. I get the feeling he knows they really do like him but his stories just get to be too much for them and he understands. My favorite though is Pauley Perrette's character. She is just a lot of fun. I hope the show stays on a long time- Tuesday nights wouldn't be the same with out it.",NCIS,
Who wrote this crap?,"Suits, an obvious emergence in television set around two super-brained lawyers who get away with the stunts they pull only because the script allows it. The writing of this crap is so unbelievably juvenile and ushered in, I'm really surprised anyone can watch more than 4 episodes of this. ,Every episode is an exact copy of the previous one, with different client names and situations. Every slick rebuke that is uttered by either one of the main characters is so unbelievably set up, they might have read them off a menu.,Everything about this series feels fake and concocted. The high score this series gets from its audience either gives testament to the lousy offerings at this moment or the lack of taste of the general public.",Suits,1
Will keep watching for sure.,"Review after only watching the first episode.,I've made a rule when it comes to new TV shows. 3 episodes before giving up. I do not need that rule for this show. (unless it gets bad out of nowhere) The first episode introduced the characters well, and kept me interested while moving at a good pace. No long drawn out boring intros here. ,The show has a great balance of comedy and a decent story. I look forward to seeing where they go with this. ,The CW has been churning out some really well done shows as of late (with a few duds) so far this one is no where near a dud. ,If you like comedy, little bit of drama, and touch of science fiction give this show a try. ,I'm also kind of into Rose McIver so I may be a little bit biased.",iZombie,9
Veronica Mars in Zombie Form,"I've only watched the pilot and I am LOVING this show. We've been needing a quirky kick-ass heroine for some time now (with Buffy and Veronica Mars no longer on air), and Liv is here to take up the mantle.,With a truly original plot and already endearing characters (only one episode in), this one is definitely a keeper and worth checking out.,Liv may be undead but she shares many personality traits with fan-favorite Veronica Mars- she's intelligent, witty, and an active heroine who wants to use her new ""powers"" for good.,I don't want to give too much away - just watch it! It's on Hulu as well. ,Check out my full review at: http://www.joystickchik.com/2015/03/19/izombie-veronica-mars/",iZombie,9
Thought it would be a loser but really kinda great,"I really liked this first episode and the way they put it all together the why and the how she ends up working with the police and how she deals with being a zombie was done nicely. It has a kinda ""6 feet under kinda feel but a little more light hearted. Also the situation is not gonna be real life so sometimes the situation is a little unbelievable, like cops aren't always gonna act the way real cops would exactly and people aren't gonna always freak at the concept of someone being a zombie etc. The humor was good too, actually caught myself in an unexpected chuckle. You know the kind that takes like a half second to hit you. very good almost gave it 9 stars but I like to save 9 and 10 for stuff I;m totally thrilled with. Acting was good the characters are likable. This could be one that moves up to the 9 or 10 start level after a few episodes",iZombie,8
"Dirty, funny, sexy, violent and unabashedly romantic: Deadpool has arrived!","I really, really liked Deadpool. And you know what? I didn't expect to. Seriously, I was never a fan of the character (in the sense that I hardly knew anything about him) and the humor as well as the violence seemed forced and overdone in the trailers. Still, I remained interested in the film, I just never expected it to actually be good - until the reviews arrived. After most critics unexpectedly showered this newest superhero movie with praise, I went in cautiously optimistic (but still fully prepared to hate the film).,The first thing I noticed was how inventive the storytelling is. The film throws you into the action from the first moment (literally: the very first moment) and then it goes back and forth in brilliant and unexpected ways to slowly unspool the story of this insane - but oddly charming - antihero. Flashbacks and fast-forwards can be annoying as hell, but when done right, they can help render even a somewhat simple story fresh and exciting. And that's exactly how Deadpool felt to me right from the start: like a fresh (if somewhat dirty) jolt of energy.,The action itself is beautifully designed, employing playful visuals and using pretty much every camera technique available; it never feels repetitive and the pacing is close to perfection. But, and that was probably the key to me liking the film so much, there's a beating heart underneath all the action and carnage, and that has a lot to do with how brilliantly Ryan Reynolds portrays the character and the great chemistry he has with co-star Morena Baccarin. What came as a complete surprise to me was how unabashedly romantic Deadpool is. The love story in this film is probably the most sincere I've ever seen in a superhero movie and it gives the film the strong emotional core which so many of these movies lack.,The humor, which I initially feared would just be non-stop juvenile wisecracks and soon become distracting, also works surprisingly well. Not every line or every joke lands - but that's the beauty of this character: they don't really need to. Deadpool can't help himself; as long as he's able to breathe he'll crack wise and make fun of himself and those around him. It's a clinical condition; he's not a stand-up comedian whose jokes need to land: he's a madman (albeit a very entertaining one) and the comedy in his case is born out of tragedy.,Despite all my praise, it's not a perfect film. The villain in this revenge tale could be more memorable and the story itself is a bit too derivative to really do its highly unconventional protagonist (he insists he's not a hero) justice: but it's a damn good first entry in a franchise that will hopefully explore the character and his world to a much larger extent in the sequel(s). And it's actually a very important film for another reason. If Deadpool is a financial success - which at this point is already clear it will be - this could play a vital role in how studios henceforth view the financial prospects of R-rated superhero films, and we'll hopefully see more of them in the future.,Many people might feel different - and I respect their opinion - but I've grown tired of the entirely bloodless CGI overkill in all those 200 million productions where even the most terrible villains talk like Mormon schoolgirls. I mean: there's a gigantic audience out there that is over the age of 18, loves to read comic books and can absolutely handle real-world language, real-world sex and real-world violence in superhero movies. This genre is so diverse; it's ridiculous to believe just because comic books have pictures in them all film adaptations - regardless of the material - must automatically be made for kids in order to be successful.,As it is, I think Deadpool - a dirty, funny, sexy and violent film which is decidedly NOT for kids - just proved my point perfectly. 8 stars out of 10.,Favorite films: IMDb.com/list/mkjOKvqlSBs/,Lesser-Known Masterpieces: imdb.com/list/ls070242495/,Favorite Low-Budget and B-Movies: imdb.com/list/ls054808375/,Favorite TV-Shows reviewed: imdb.com/list/ls075552387/",Deadpool,8
Awesome,"When the show first started out it was a little shaky, but since then has grown into its own. The characters are believable, both annoying and enchanting, and the plots are wonderful. There's a depth and a comradeship that isn't often showed this well in television. It isn't forced or faked; it's entirely true to life and believable. ,The underlying sexual tension between several of the characters is also intriguing and interesting to watch, the most obvious of these being the relationship between Tony and Kate, but there's also hints at Kate and Gibbs, McGee and Abby, and so on. It's a crime drama that's both serious and light-hearted, and a wonderful show for anyone who likes fascinating stories, good humor, and great character interaction.",NCIS,
So much better than its parent show,"Finally Bellisario got it right.  Gibbs and his gang are first and foremost investigators, not hoity-toity staff officers who moonlight as stereotyped combat soldiers with thickly-laid-on patriotic dogma that would make Ward Carroll vomit with rage.  At no time do they ever try to borrow an F-14 to go on some bombing raid over the international hot spot du semaine; they stick to their job descriptions the whole time.  They also have personalities and eccentricities that make them a better ridealong than overstarched Harmless Rabbit and whatever babe he happens to be working with this season, such as Gibbs' coffee addiction, Ducky's intellectual ramblings, DiNozzo's attempts at being a cool womanizer, Abby's interesting blend of science nerd and goth grrrl, and Kate as the token vaguely normal neophyte thrown into the mix.  Too bad this couldn't have been done with JAG in the first place.",NCIS,
My new guilty pleasure.,"As a zombie and horror fan I had to make myself watch. Knowing that it was clearly not a traditional zombie experience had me a bit turned off at first. However, I saw the pilot episode and I loved it. It is a bit campy but very fun and it has a crime drama spin so I think there will always be an interesting story to tell.The main characters are already very charming and have the potential to develop and evolve as the show matures. I adore the adorable yet potentially dangerous zombie and her over the top geeky medical examiner boss as well as the detective who is obviously going to be dependent on her mysterious psychic abilities. I really hope it makes the cut for CW.",iZombie,10
"Novel Idea, But Writing Quickly Becomes Cliché","I started watching iZombie about a week ago, binge-watching on Netflix. The first episode was great: Introduction of characters, humorous mannerisms and situations, but also the introduction of a more serious central plot.,The show handles both funny and serious situations well, the dialogue is good and the actors are fantastic in their roles.,However, the writers are sloppy/lazy in resorting to clichés to keep the show moving from week to week: First, you have the device where the main character has a secret that she cannot share with anyone, thus leading to all the opportunities one could ask for to create funny or ""dramatic"" situations. Sure, at first one could understand that Liv could be terrified of her condition, and afraid of what might happen should her family, loved ones or public find out about her condition. But that only holds up for a few episodes. It becomes clear after one gets to know Major that you realize she could have explained to him that she'd contracted a condition that was contagious, and that prevented her from having the contact or experiences a full life demanded. Instead, she keeps her secrets and as the series progresses and Major begins to find out that strange things are going on, she continues to hide the truth, even though he's getting into a dangerous situation. And that's only one example.,Another problem is Liv's tendency to take on the personality of people who's brain she eats. This is only true insofar as it serves the plot. For example, as a radio talk show host she becomes an insufferable bitch psychoanalyzing every man she knows, almost to the point of ruining a friendship. However, when she has the opportunity to eliminate a zombie murderer/drug dealer while ""possessed"" by the personality of a sniper, she decides at the crucial moment that she isn't a killer. Sure, she has no alternate plan for stopping the thug from continuing to murder people and sell their brains for profit, but she passes on the chance to end this blight on the human (and zombie) race. As a result, her boyfriend, also a zombie, is murdered.,Basically, the writers use a lack of communication between Liv and others, even when it would make sense, to create tension or humor in the show, and her ability to absorb personalities and see their memories is a deus ex machina that allows crime cases to be easily solved, often leading to humorous scenes as well.,Most people will enjoy watching iZombie, but if you were weaned on ""smart"" shows with Emmy Award-winning writing, I doubt you'll stay with it for long. And you shouldn't: there are plenty of brilliant, quality shows to see, and there's no need to waste your time on the bottom 50%.",iZombie,5
"Give this show a chance, I did, and I loved it!!","I want to start off this review by letting you guys know that you can watch episode 6-10 of iZombie FOR FREE on the CW website (Yes, you do have to turn ad-block off).,This show was such a pleasant surprise to discover; the only reason I was able to find this show was through watching The Flash and Arrow. In between commercials for these two shows, they occasionally show commercials for iZombie, but I've always ignored them. Eventually over time I start noticing them more and more and I was getting really intrigued. After my friend, who's also big comic book/manga nerd like I am, recommended me to watch iZombie, I decided to finally give it a chance.,I was hooked on the first show. The atmosphere is dark and playful at the same time, the dialog is quick and witty, and the plot is crazy! Girl scratched by a zombie becomes a zombie herself and can only feed her hunger with brains. She gains the memories and experiences of the eaten brain for a certain amount of time and uses this skill to help her detective friend solve their deaths. OMG who thinks of this stuff?!?!,It's not just the stereotypical crime at the beginning of the show, everything comes together at the end, almost everyone looks like a model kind of show. I mean it is, but they do it soooo much better than most shows I've seen. The show continues along at a great pace, the characters are so well developed and intriguing that I wish I knew them in real life, and they keep surprising me with each show. The brain eating aspect really brings some incredibly situations and first person views of the victims and I think that it really adds to the originality of the show.",iZombie,9
This is what it looks like when filmmakers take risks,"Deadpool is a triumph of artistic vision over studio interference. Little credit should be given to 20th Century Fox, as they had zero faith in the success of a Deadpool movie. To put things into perspective, Ryan Reynolds fought for this film back in 2004 when Blade: Trinity was released. Reynolds and co. went to shoot test footage that was then leaked online by Reynolds because Fox had no intentions to release it to the public. Finally, after years and years of BEGGING to the studio and the overwhelming positive responses of the test footage from the public, Fox didn't even tell Reynolds and co. that the film was greenlit. They had to find out online like the rest of us plebeians. If that sounds bad, Fox even cut their budget by $7 million AT THE LAST MINUTE, which caused the writers to scratch some action sequences that I'm sure would've been great to see.,Deadpool now has the biggest opening weekend in the month of February (surpassing Fifty Shades of Grey), the biggest opening weekend for 20th Century Fox (surpassing all the X-Men films), and the biggest opening weekend for an R rated film EVER (surpassing The Matrix: Reloaded). With all that being said, Deadpool is a hilariously entertaining film that works mainly because of Reynolds himself. His comedic skills pay off gloriously as the titular character, who gives so many quips in one instance that some jokes will be missed. Of course, credit should be given to the writers too (AKA: The Real Heroes Here), and it's impressive that this is Tim Miller's directorial debut. The action sequences and pacing are so good that you'd think this came from a veteran director.,From the ingenious opening credits to the subversive ending, Deadpool constantly upends clichés and tropes you're used to seeing in superhero flicks in the past few years. What's great here is the filmmakers had something weird and perverse and just went with it. Jokes about pedophilia, pegging, and sex run rampant, but it's never really dark, despite the mature subject matter. On top of that, it's also very refreshing to see a pansexual superhero in such a big studio film. It's unheard of these days. Fox and other studios, learn from this success. It's not the fact that a hard R-rated film can do well, it's that Deadpool also happens to be very good, most likely because you, Fox, actually gave the filmmakers the creative freedom to do whatever the hell they wanted.",Deadpool,8
a much needed breath of fresh air in a stale genre,"At first glance, Deadpool seems like a typical superhero movie due to it being made by Marvel. But once those hilarious intro credits show up, you know you are in for one of the most creative films in recent years. ,The first thing that is unique about this film is the characters. In typical superhero films the characters are stiff and super serious, in Deadpool the characters are filled with personality and can range from the serious Francis to the silly Deadpool giving this a parody like feel, in a good way.,Also what is different is that this is a story of revenge rather then saving the city/world/universe that is seen in every single superhero film. Also the tone of film is more comic then dark thanks to the fantastic humor of all kinds from slapstick to dirty to just plain silly, this film just does not stop the laughs (I laughed 20- 30 times in my SECOND watch). ,As for being an origin story, I can say that the backstory placements were well done, equally as funny, and explains only what is important in understanding the story. Final rating 10/10 this is a great nominee for movie of the year and one of the greatest comedies ever made",Deadpool,9
I can't understand who wouldn't find this show fantastic,"I respect that different people have different tastes in music, clothes, women, movies etc...but if you are saying that this show is bad I really feel like your sense of humor is lacking. I'm a detective for one of the largest police departments in the country and I will advise everyone that doesn't realize it but this show is closer to how real police go about their day than any of those CSI, or garbage procedural shows. Cops do all that stuff all day...pranking each other, busting balls, trying to have a little fun. The job gets a little heavy sometimes so if we didn't have some fun it would be long days. This show is hilarious and perfectly timed retorts by Braugher and Crews are classic. Its the low key lines that make I hilarious...the over the top cheap laughs are somethkng all shows have to do to please the masses...who are stupid. Pay attention to the underlying comedy...its priceless.......""Terry does love yogurt""",Brooklyn Nine-Nine,9
Navy's Finest Are Top-Notch,"*SPOILERS NCIS* The NCIS (Navy Criminal Investigative Service) is a service that investigates on any kind of crime, from barroom brawls to international terrorism, that involves men and women from the Navy or Marine Corps.,The team is formed by: Leroy Jethro Gibbs (the second B stays for Bastard) (Mark Harmon), the moody, intuitive head investigator; he likes his coffee very strong, his women with red hair, and his investigations thorough. It is rare to get a compliment for him; when you get one, don't ask why. He is very loyal, and actually cares for his team, but has problems with women (evidence of this being three failed weddings). ,Anthony DiNozzo (Michael Weatherly), Gibbs' 2IC; a smartmouth, player to the soul and proud of it, who masks his quick mind and powerful intuition with a happy-go-lucky (and sometimes obnoxious) attitude. Sometimes he can behave in quite the juvenile way, and when he is, a good headslap by Gibbs will help him put things straight (this two have also what could possibly be the strongest homosexual subtext - more of an almost-text - in TV History). He enjoys to torment someone, usually the newest element of the team. Dearly departed Special Agent Kate Todd (more later) and Special Agent Tim McGee (more later) have suffered the brunt of that in various occasions. Comes from money, but doesn't get an allowance because if he did, he wouldn't work, and it seems there is bad blood between him and his family. He has a deep love of movies and TV Shows (one of his favorites is 'Ozzy And Harriet'), and referred to movie-acquired knowledge various times.,Kate Todd (Sasha Alexander), killed in the Season 2 Finale, who came from Secret Service, and made a point of bringing it up whenever the occasion presented itself, and came off as quite the uptight girl; all in all, the weakest character in the show, though her witty 'Hepburn-Tracy' rapid-fire dialogues with DiNozzo were great, and she had with him the strongest hetero almost-text this side of Gil Grissom and Catherine Willows.,Abby Sciuto (Pauley Perrette) a perky Goth (not as oxymorous as it sounds) who has an imprecise number of tattoos on her body and is the greatest at her job. She loves to hear techno or hard rock music (like Android Lust) played at a very loud volume while working. She is the only person in the team Gibbs actually shows affection for, and she is currently dating Special Agent Tim McGee (more later).,Tim McGee (Sean Murray), who joined the team in the second season after making various guest-appearances throughout the first season. Tim is a computer whiz, but is at a loss when it comes to social life; has gotten a tattoo on his butt to impress Sciuto - and it worked. Has been mercilessly teased by DiNozzo when he first joined the team, getting the absolutely-not-flattering nickname 'Probie' ('Pivello' ('Greenhorn') in the Italian Version). He has proved his valor, though, time and time again.,And last but not least, Donald 'Ducky' Mallard (David McCallum), the ME, who has two curious habits; one, to talk to the corpses he is going to autopsy, and the other, to go off on tales that are very loosely related to the case in question. He likes the music Abby plays, but not distorted by speakers, lives with his mother, who, wearing only Chanel N°5 when she goes to bed, hosts very awkward slumber parties and has various dogs, he is the one who has worked the longest with Gibbs and looked like 'Ilya Kuryakin' when he was younger.,This is the team (I'm not talking about Ziva and Madame Director because I have yet to see Season 3), and my suggestion is to watch them in action, every Tuesday, 8/7 central, on CBS.,You won't be disappointed.,NCIS: 9/10.",NCIS,9
Still going strong,"I've written about this show before on IMDb --- but here I am months later in May 2005 and yet it still continues to be impressive. There have been a few shows that were ""bleh"" in the last season but the ""SWAK"" episode tonight really got a few great moments of emotion between the cast members. The writers (at least to me) were able to pull off the ""suspended disbelief"" and I got pulled into the moment as DiNozzo was about to kick the bucket. I sure hope they keep most of the cast in the next season, as they seem to play off each other brilliantly. The only cast member I could see losing (according to the season finale preview, they lose an NCIS agent) is McGee. He's great and believable for his role, but any of the others lost as regulars on the show would break down the core character interplay. The McGee character could be replaced...but the others would be much more difficult. But then again I guess this is all decided and in the can...we'll find out on May 24th. My comments to other viewers that have commented on the reality of the series --- yeah, it's not the real life NCIS at all. But real life would be mind-numbingly boring to fit in 60 minute TV show. You'd need the constant buzz of fluorescent lights in the background combined with pages and pages of forms being typed into the computer --- mostly about drug abuses by young 18 year olds. This is TV drama and a fabricated fiction. I appreciate the nod Bellesario gives to NCIS and like the show for the entertainment it is. Real life NCIS isn't a fun job, but we get an hour on Tuesday night to pretend it is.",NCIS,
"Quirky plot, charming actors.","Let me preface this review by stating that I am not a fan of zombie-themed entertainment. While I am a horror-lover, I do not find zombies - or vampires, for that matter - to be particularly frightening. Plus, they've been done to death (haha). Particularly recently.,That said, when I saw the pilot featured on Hulu I didn't have high hopes. Still, I had some time to kill, so I gave it a try, and I'm really glad that I did. As of today (3/30/15) there are only two episodes out, but I thoroughly enjoyed both of them. I found the show to be quirky and the actors likable. The show follows a fairly standard ""solve a murder an episode"" format, couched in an overarching ""figure out Zombism"" / ""are there others? and, if so, how many?"" plot. ,For some reason, the vibe I get from iZombie is similar to 'Pushing Daisies,' which I count as a major plus. The first two episodes definitely left me wanting more, though it's more for the charm and entertainment value than any real curiosity of the major storyline's advancement.,I am definitely suggesting that my friends watch this show, and I have high hopes that it will continue to be enjoyable. I do have some reservations that it may start to focus too heavily on convoluted romantic hijinks, but I am hoping that I will be pleasantly surprised.",iZombie,8
It just wasn't outstanding...,"I was thrilled about the release of this series back in 2015, but didn't have a chance to get to watch it before 2016. And I had been warmly recommended to watch it, given its zombiesque nature and the entire nature of the storyline, so I was anxious to sit down and watch it.,Then I got the chance, and I managed to get halfway through season one before I just simply gave up. My expectations were brutally murdered by how bland and generic ""iZombie"" turned out to be. It was essentially just another crime solving show, but with a zombie twist. And I don't like watching these crime shows where the protagonists solve every single crime in every single episode. And ""iZombie"" was just that. There are far too many crime solving series available, and one with a zombie twist didn't really make it outstanding.,Sure it had the twist that Olivia (played by Rose McIver) was a zombie and was able to take on characteristics and traits from those individuals brains she would consume. And that would help to solve the crimes. Nah, it just didn't work for me.,And as for zombies being in the show, well don't get your hopes up, because it is nothing more than just pale make-up slapped on the performing actors. So in terms of zombie make-up and gore, don't expect any.,Rose McIver and Rahul Kohli does carry the series nicely enough, but their characters and the fact that this was just another crime show (with a zombie twist) just didn't cut it for me.,I was sorely disappointed with what ""iZombie"" turned out to be, and after having watched half of the episodes of season one, I am not going to return to the series. It will now just stand on the shelves and collect dust.,This was a very mediocre experience for me. And as such ""iZombie"" scores only five out of ten stars from me. And the fact that I don't like watch crime solving shows didn't really work in favor of ""iZombie"" either.",iZombie,5
Best Movie I Have Seen In A Long Time,"Firstly I would like to state that it is completely hilarious reading reviews with One Star because the movie had ""Foul Language"" and ""Sex Scenes"" or that someone had no idea that the movie was inappropriate for their 9 year old kid. Dead Pool is rated R and with 3 minutes of research you could have determined if this movie was for you or not With that being said I will not delve into the plot but the acting and writing were fantastic. Ryan Reynolds nailed this role. If you are easily offended by violence, language, or nudity this is not the movie for you but if you have a sense of humor and want to be entertained for 2 straight hours you will love this movie.",Deadpool,10
Simply Excellent.,"Deadpool is a 2016 film that the eighth film in the X-Men franchise where The Merc with the Mouth seeks revenge in a humorous way.,Wade Wilson is a mercenary who spends his time in New York City protecting teenage girls from would-be stalkers. He meets escort Vanessa Carlysle at a local bar and they become romantically attached for nearly a year. He proposes to her one night, then he suddenly collapses and is diagnosed with terminal cancer. Though she remains by his side, he fears losing her.,One night at the bar that he met Vanessa, he is approached by a recruiter from a secret program. He is offered an experimental cure for his cancer, but he rebuffs the man and leaves. Desperate to live, he reconsiders and leaves Vanessa in the middle of the night to undergo the procedure. He is injected with a special serum by Francis Freeman and tortured for days by Angel Dust in order to trigger a mutation. After weeks of no success, Wade is strapped into an airtight chamber after insulting Francis. The drop in oxygen triggers a healing factor that removes his cancer, but severely disfigures his face and skin in the process. He escapes from the chamber by blowing it up and attempts to kill Francis, only stopping when he claims he can cure Wade's disfigurement. He is then impaled by rebar and left for dead in the destruction of the lab.,Although he tracks her down, he cannot come to terms with his complexion, and he keeps himself away from Vanessa. Wade moves into the home of an elderly blind woman named Al, and with the advice of his best friend Weasel, he becomes a masked vigilante named ""Deadpool"", and begins hunting down Francis and dismantling his organization.,Following a string of leads from various syndicates, Deadpool attacks a convoy of cars on an expressway before getting his hands on Francis, demanding for a cure to his disfigurement. The confrontation is suddenly interrupted by the X-Men Colossus and Negasonic Teenage Warhead, who want him to join the team. Their intervention enables Francis to run off, and when Colossus handcuffs himself to Deadpool on their way back to the X-Mansion, Deadpool cuts off his own hand and escapes back to his home.,The next night, Weasel convinces Deadpool to go back to Vanessa, but when they arrive at the strip club she works at, Deadpool discovers that she has been kidnapped, and Francis and Angel Dust tell him to meet up with them on a decommissioned aircraft carrier at a scrapyard.,Deadpool convinces Colossus and Negasonic to help him, and the trio take a cab to the scrapyard, where Colossus and Negasonic have a grueling battle with Angel Dust while Deadpool slashes through an army of goons on his way toward Francis. Deadpool and Francis then engage in a bloody hand-to-hand combat before Negasonic uses her power to destroy the aircraft carrier. In the end, Deadpool gains the upper hand in the fight and Francis admits that there is no cure for Wade's disfigurement. Although Colossus urges Deadpool to spare Francis and be a true hero, he shoots Francis in the head, finally killing him and avenging himself. Deadpool removes his mask and shows Vanessa his new face. Though she is angry that he left her, she accepts him and they reconcile by kissing.,In a post-credits scene, Deadpool urges the audience to leave and go home, then announces that there will be a sequel involving Cable.",Deadpool,10
"""Bad Deadpool - Good Deadpool Film!""","If anyone else could be cast to play Deadpool, he certainly doesn't exist in this universe. After Ryan Reynolds's dramatic failure in the Green Lantern film, he has returned to the comic book world. Reynolds is absolutely phenomenal as the foul mouthed, and witty anti hero. I mean he is just superb! He completely owns the role, and gives a fantastic performance. If Robert Downey Jr. IS Iron Man, then Ryan Reynolds IS Deadpool. He is also such a liveable character, and by the end of the film, I genuinely cared about Deadpool. I never thought I'd say that. All of the performances are great. No one holds a candle to Reynolds, but I will say not one person was miscast here.,Deadpool is a unique film, and a huge gamble. Both Marvel and the studios bringing us this film took a major risk. This is a beloved character, and his world is very different than other Marvel films. Right off the bat, this film is consciously self-aware. It knows its a comic book film with comic book characters, and it actually exploits it. Many times, Deadpool turns to the audience and tells us what we're all thinking. It was so different, and it worked so very well. The narrative itself is also different. It's very non-linear. The events of the film don't play out in a normal straight narrative.,One of the trademarks, nay, the trademark of Deadpool is his sense of humour. This film is by far one of the most hysterical films I have seen in some time. The writing is so perfect, so sharp, and so full of witty banter, and thankfully, it all works. Not one joke, that I remember, fell flat. The film had me laughing constantly; from the opening credits, all the way to the after credits scene.,As for the action, it's also very satisfying. Many action films today are butchered by terrible camera work. For whatever reason, many modern action films are using shaky cam. Instead of clear, steady shots, the DP will go hand held, and shake the camera violently. The worst example in recent memory of this is, Taken 3. Thankfully, there are films like this, and others, that know exactly how to do a good action scene. Director Tim Miller and cinematographer Ken Seng do a brilliant job creating slick, good looking action. Not only is the action brutal, and extremely bloody, it's just co clear and well handled. The fights are really great here. I couldn't help but be reminded of Tarantino's, Kill Bill films while watching Deadpool. They are incredibly similar in their style of fight scenes.,Sitting in the cinema, the inner critic in me struggled internally. I kept thinking afterwards about the film. What were the flaws? I don't often see a film without pointing out the negatives. Even films I really like, or even love, have flaws. I'm certain that if one sits and picks this apart, you will eventually find some flaws. Perhaps the overall story is paper thin. Perhaps the villain wasn't very compelling as character. Then again, Ajax was honestly serviceable. Ed Skrein gave a great performance, and by the end, you really hate the bastard. He's a generic, or a dick, British villain and the film makes fun of that!,""Deadpool"" and Guardians of the Galaxy were both huge risks that ultimately paid off, big time. As a film, it's nearly perfect. The film does exactly what it needed to do, and more. It introduces Deadpool, sets up his character, and gets you to like him if you didn't already. The non linear narrative was refreshing to see in a superhero film. Everything about this film was different and unique. It's self awareness and breaking of the fourth wall work well; really well. The direction is great, Ryan Reynolds is phenomenal, and the script is fantastic!",Deadpool,9
One of the most promising comedy shows to air this season,"Brooklyn Nine Nine is a new age police procedural comedy with an excellent cast and spectacular production. But that isn't what makes the show great, rather its something very trivial. The show, being a comedy, peculiarly enough,doesn't use any laugh track or a live audience to record laughs. In fact, they just provide us with a sketch where the viewer can decide whether it was funny enough for him to enjoy (laugh) or not.The show should be credited for its humorous subplots within an episode.The cast also portray their characters in an outstandingly witty fashion. The writer's vision of a comic police station is right on the money. I may have been biased so i couldn't think of flaws. An Amazing show. One of 2013's best.",Brooklyn Nine-Nine,10
